"col_ID","Income","Age","Loan","Target"
"A1",1.45357040287863,1.36399173644591,1.20251867791224,0.41884478906482
"A2",-0.761984977531007,0.542132866322449,0.696252821877654,1.60271462120064
"A3",0.83661150150884,1.67245921386089,1.17441775412425,0.720875076295345
"A4",-0.18302428780879,0.363796224612411,0.544843732691175,0.772432193628343
"A5",1.50918575658248,-1.68466668560792,1.42040956901542,0.565542428562217
"A6",-1.42587389693093,1.2474666601101,-1.45427744071381,-1.69698255751753
"A7",0.21629825749415,-1.06451002959967,0.419717632776294,0.342904352653031
"A8",-1.45406829432567,-0.605438288490663,-0.483799019798254,0.396768976271846
"A9",-0.326441483502699,1.09856848544333,0.102270493231457,0.322414059902022
"A10",-1.41388138631931,-0.086768671072741,-0.996627481800383,-0.732454249692443
"A11",1.31225646294244,-1.14967959411757,-0.0306496409216732,-0.530322762899329
"A12",0.984568269659793,1.47369400163615,1.57938497761868,0.994372493548483
"A13",1.09719301615609,-1.09874869428215,0.475763510549788,-0.0324816876572283
"A14",-1.26086780008804,1.55699987577571,0.103571566311338,1.32163701655538
"A15",1.23760682028686,-0.130110978162041,-0.851773750296377,-1.19855063057302
"A16",0.360882913616757,-0.958252971052774,-0.153372537346298,-0.340980208705925
"A17",-0.124452366127107,-0.101988160212529,-0.167079387545447,-0.139388931662874
"A18",-0.136352102785636,1.50207353158556,-0.383078840729331,-0.396404666935084
"A19",-1.73032730175488,1.56558010733999,-0.42257935528552,0.959751881241355
"A20",0.946213039778758,-1.11978182429745,0.171125190732653,-0.244368223699979
"A21",-1.55872582221444,-0.69110829448982,-1.08236710697546,-0.841481652528258
"A22",-0.91677226191876,0.866818493776639,-0.0657752345663683,0.579830054031998
"A23",-1.53579353766787,0.576803793528543,-1.38626567921118,-1.54217116785113
"A24",-1.22053607897063,0.832687859663664,0.169288052234027,1.38351020155869
"A25",1.39396398297023,0.596705640087304,0.335225202221816,-0.255302911106891
"A26",0.147981411042819,-1.04772512981668,0.301080318884117,0.253059420223138
"A27",1.25331766774487,-0.33403841465675,1.69137047325406,0.923504426586389
"A28",0.0276316357180708,1.12443620342606,0.634546165797908,0.712423423860347
"A29",0.98323912857277,-0.759201798083953,-0.775509287010313,-1.0994803415006
"A30",0.943109226803481,1.02423041078312,2.11032900125528,1.49854603427661
"A31",0.22317323592944,0.215395004891535,0.561965371347885,0.493665444788025
"A32",-1.52204380625634,0.885497725335863,-0.519588345414598,0.403481343175575
"A33",1.53014100613852,-0.21076315402923,-0.0732467995830284,-0.61845010357466
"A34",0.946177702040356,-0.170831106042771,0.92834209994776,0.43527490927727
"A35",0.855304619973579,-0.320839841750152,-0.891816181700136,-1.18686893098144
"A36",-1.32913534290459,-1.52764872598465,-1.34734656278719,-1.48257891859592
"A37",-1.35269971060302,1.30125839642019,-0.766783094547978,-0.297306627183506
"A38",-0.898172157524475,0.701066763081854,-0.0386367092654387,0.60523579212951
"A39",1.088168862308,-1.665349754366,-1.14123657705048,-1.43178375612098
"A40",-1.30899309865712,-0.622139883905265,-0.313431213218509,0.570984234351733
"A41",1.4608434784642,-0.605502775068622,0.850860603825311,0.13499643790344
"A42",0.939239702567469,1.63726611992629,-0.0908196165667848,-0.477384116445503
"A43",1.20157166237709,0.611748974742565,-0.0267497256706292,-0.497175331580864
"A44",-1.46231803824246,-1.18189420362943,-0.0713699327722781,1.30099976148344
"A45",1.57196646880058,0.482170034813719,0.422346595686295,-0.242029356890553
"A46",-0.251703533495939,-1.7189211090683,-1.07018594164722,-1.21481431613056
"A47",-0.239742425908721,0.476803904775953,0.147054102960669,0.318721432005954
"A48",-0.0664420377926351,0.690787015936533,-0.863606079838477,-0.998273996398448
"A49",-1.1806725127365,1.28193330906819,-0.871933807729454,-0.615205200519795
"A50",1.61210636196534,0.405739293224353,-0.9149176758948,-1.28725066959841
"A51",-0.653049801959686,-0.393478695646648,0.71123312358871,1.48111223846851
"A52",0.85609898337918,-0.880763872202102,-0.361194481163584,-0.70004812075661
"A53",-1.09237467481245,1.0580356004963,-0.886086930512292,-0.686970539441538
