"col_ID","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","Target"
"A1",-2.82157560321788,-5.30446570660731,0.583612962619086,5.01632957146881,6.76813547344119,-3.98757690873678,-4.45174137896183,0.5270464412898,-1.0844088268592,2.37118470127768,-1.2259315502009,-0.434150001422081,0.147922684895902,1.14344275676971,0.716616629316608,-0.857053911365902,0.483000462888605,-0.0103689609468195,1.67369182575497,4.10920143348848,1.28869447424615,-0.27450386574366,4.58170549037113,1.10401013708671,-3.18952426799734,-0.266918383488999,0.176091989514799,2.06638711701574,NA
"A2",-0.492043920206626,1.2298729771569,-1.61861328017896,1.49008350368293,0.127881944612478,-1.24499192926443,-0.132709220750652,0.185956465040638,-1.7589697344788,-2.1647727504619,1.32422784917464,-3.99097531057619,0.0426516318893029,-3.69919919822893,0.843621790580003,-2.51083285142843,-2.27861439638851,-0.731899092394367,0.675061763236359,0.329522775258584,0.680812432104492,0.79155419616042,0.16264466276744,-0.466478128868891,-0.872182141678319,-1.07549643316986,1.63675350471477,1.57117650447264,-0.124646611105845
"A3",-1.01056394581877,-0.890913289548525,-0.229487641132622,0.86431193867426,-0.214733451449307,0.403420805983992,2.78476870474243,-0.915450392180275,-0.0640353422783807,1.1910703089159,1.4957048601802,-1.40408783812605,-1.73788994576113,0.451316409293758,0.62972477534588,-0.555032797507255,-1.06234598858156,0.505187632454969,1.11750904197337,0.0716619724975476,-0.496058249938813,0.611066314681389,0.930885150466494,1.2594514476688,-0.00312296349232662,-1.33909963268335,1.21831965961742,-0.314308237387837,2.39636331666899
"A4",0.984124160453425,-0.663607791791579,-0.268420937038904,-0.440213447697614,-0.645219741271191,-0.125082652564602,-0.912006077602408,0.0625316502277572,-0.142104815648925,0.245498648075329,1.82820947863475,-0.837535002080297,-0.398432791114417,-1.84677119061203,-0.0591873154882837,2.24582990608453,1.64558815090254,-0.0802883059012525,0.541299884455712,0.0776270038707245,0.40468943562646,0.932726307911187,0.203413090790106,0.979989433908306,-0.100606219855028,-0.302229982015106,0.0490310746937722,-0.045816445742153,-0.209259915377561
"A5",-0.694481479041447,1.49187854993199,-2.42055172098908,1.79452548943385,-1.39927714478016,0.181878999665178,-0.790277143135936,-1.67947099880174,-2.04268400409835,-3.7979846631587,1.72360702967242,-6.00928742204604,-1.38562896735366,-4.90508290550932,1.12453413358018,-2.58647568353583,-3.55569659606469,-0.809756845689005,0.540331197109251,1.08356986417401,-1.32561985761575,0.522415195455577,0.195044827893264,0.597442487593218,0.445147198881356,-0.919618698006519,1.08971571403086,0.349579211468046,1.18666874802845
"A6",0.954679562363506,-0.0765427598415086,-0.645959975167333,0.491637694495348,-0.0824087732940158,-0.987114705142321,0.145262037357026,-0.344368151011007,0.558517394048978,-0.429993141920134,0.0757620257287772,-0.138370289173879,0.237900215950694,-0.829280989680794,1.40047278773982,0.252291858892037,0.672504909704629,0.544559323039329,-0.584813418823603,-0.254119482762656,0.273867359310404,0.814131058956801,-0.165181687219148,-0.0648621946866173,0.720624871434138,-0.234011195132633,-0.00459806918099727,-0.0831871854616608,-0.224528481561931
"A7",0.974400343876305,-0.711975810296415,-0.35228399293041,-0.420979405204644,-0.204331080514845,0.477928382983825,-0.547654380945336,-0.0181809170550855,-0.268778901644124,0.628340322232639,0.320974237756725,1.43863410431509,2.00466659038593,-0.0423414660240852,-0.183665018254834,-1.66891232098547,-1.080410701905,2.33314663785014,-0.255592241034936,-0.660659663831287,-0.459406266365162,-0.422324507237522,0.0713231469246456,-0.666818070209006,0.351722497570088,-1.44065202775648,0.136515493072772,-0.129906893650038,-0.0767202783604622
"A8",-0.317899248903237,0.370096807305778,-0.112759030011073,-0.29868881636194,0.260148144811157,-0.0701297836185644,0.806221886323676,0.227070185190351,-0.405441837889919,-0.481641865069957,-0.321895036136894,-0.466361833688257,-1.41494774928191,1.26013023720659,-1.09724398736844,-0.465656243730347,-0.488118941973043,0.677997575584218,1.57616991272183,0.0995611266434666,0.165987546117966,0.290852135268548,-0.356442804162926,-1.81851401712407,0.381218204649995,-0.376446377981643,0.576548877559791,0.58067709245868,0.107817309051185
"A9",-0.114257638164919,-0.503717652196183,0.348939990245009,-2.5193854101385,1.26706992003779,2.62800710735516,-0.580826068344844,0.777418301357166,-0.671264210615162,-0.204262354553057,-0.0326080205227774,-1.57038258608426,-0.0734434664743246,-0.354364884132373,-0.0426862374988844,2.10149300961688,-0.862719255038507,-1.48034137441647,-1.5151765432765,-0.0258445595099448,0.770677167078372,1.56190792500592,-0.200983001715539,1.20281727862107,-1.01291971701571,-0.828919081129923,0.524509142975002,0.754074095770663,-0.23025419388107
"A10",0.897317164452437,-0.0156241340775935,-0.0680309060804573,2.64982608886982,0.288065332661394,0.731235741246445,-0.177675457142056,0.151471949821546,-0.694011188851678,1.40320955749849,-0.162890535344563,-0.763545129428924,-1.4539045980116,0.500563357017551,-2.39479901147412,1.0612729487768,-1.17314054232075,0.291547623548952,-1.06799074193326,-0.51956418902989,0.0840478395659875,0.21945749252886,0.0175521150233974,0.236000778835981,0.534186490997428,0.181008880921681,-0.104407310567855,-0.208193163189867,-0.2618092306621
"A11",0.961442111111951,-0.279877148399949,-0.26862565768876,0.251317699906384,-0.164291356416402,-0.391366738399134,-0.0479508102364235,-0.143994016621053,0.345371335553358,0.246350605495828,1.03431714118027,0.912846226348979,-0.219333243183011,0.628163684630854,-0.553919406611506,0.224986347948272,-0.828240385761273,-0.428687293899432,0.726166180287069,-0.344354258774078,-0.419118782996719,-0.951252844975386,0.509568430141524,-0.658235042853465,-0.272717142926262,0.448447580991081,-0.182292128332529,-0.253109493043858,-0.289674363948575
"A12",-1.87437533826032,-1.51497476055092,0.848636724993432,0.62028184312603,-0.265193128062397,-0.266879781529245,-0.472367156501498,0.717724038956023,-0.339493619435126,-0.884001699645172,0.603362179579313,0.405482509560157,-0.130565509267118,1.08887850811427,1.43375788967187,0.656603329594217,-0.333544757897843,1.69326819117288,1.52016780828049,0.240755610161215,0.542599236558412,0.623375356400497,0.12113598736005,-0.506052018933386,1.44371097078039,0.120612029535388,0.13627452914909,-3.00753743871724,0.209056385390326
"A13",-1.61516909754824,0.962338627318432,-0.700425966387893,-0.138258563583298,-0.562508859154056,0.112965766812241,-0.391246626814336,1.07793958324753,0.435283771189157,0.463709561280878,-0.0625066582158934,1.01311429222734,-0.161095453387936,1.1209337051269,0.714149733859569,-1.50283512662588,1.90965671393942,-2.98295713009293,-1.1302562385147,-0.558300028584291,0.0275711245800022,0.0925665642861863,0.570833546876472,-1.01977210511018,-2.04130244861569,0.389600329143019,-1.65075775355769,0.41025048042601,-0.205485186515314
"A14",0.524370948593306,-1.01756876800777,-0.20284719347216,1.46617315919386,-0.691304082387479,-0.222312893540946,0.290632187648268,-0.210223411980654,0.532695345392323,0.102682696611558,1.31021244275178,2.08161031664726,0.322274296735413,0.190402529427776,-2.43479716496113,-0.955592632393341,-0.0441141110342586,-0.00518086873441364,-0.253532025221471,0.889081106389913,0.895429950778514,1.54104989480055,-1.03379792347775,1.07647178076622,0.911356438377958,-0.666803793277865,-0.110580848178555,0.0403859691445677,1.40263413416959
"A15",-3.33250792121092,-4.13826760611681,-0.267601058990583,1.60957433244074,2.58662542186265,-1.77398531693393,-1.95147481202321,0.744787766984584,-0.201907893178094,-0.360644085000461,0.339977139139981,0.794726968154106,-0.630927605523315,1.72456117586884,0.28943338343646,1.39063582376983,-0.838917837262273,0.330556134821829,0.0573326973049823,-0.340482686348735,-0.341107714680736,-2.39928529384819,-3.9887689423475,0.566939561490928,-2.0985584102389,-2.98696500085588,2.21741665908476,-6.13275844254064,0.467010328538484
"A16",0.992625344518577,0.100822219748503,-1.82645530367417,0.429099415727267,0.814298324305345,-0.613679024182351,0.353574214511379,-0.177847877733869,0.0844346692772324,-0.688546004248516,1.31213107654099,-1.53243527783575,-2.29732711588203,-1.9236864775897,-0.352848994491246,0.952553556146612,2.46092118623726,1.78034751292092,0.302583042179662,-0.332045945301337,-0.145916135467782,-0.295267545385391,-0.323983114522854,-0.249746887034931,0.97518916162733,1.57359894194162,-0.234229359604721,-0.108677840409658,-0.290649855677021
"A17",0.982802248150882,-0.113394381946198,-1.02769978717614,0.465131368031958,0.229449464705614,-0.684869137779965,0.214586523682852,-0.22950841906872,0.552749219286014,-0.307448002218984,-0.46975435210855,-1.43642388013208,-1.91121229911636,-0.535666779648391,0.170308960447451,-0.147254259053913,1.41603479621535,-0.299293939655904,-0.0268499155078529,-0.439746371076145,-0.217858138087542,-0.414238619778056,0.14307855473934,0.961327144856181,0.513999347034233,1.2014236849827,-0.220402278818074,-0.154393472374777,-0.285390682880183
"A18",-0.15156649707125,0.438430433407579,0.539963947595176,-0.247173826552872,0.517999239757388,-0.690323123498184,0.743404495940343,-0.25076227654199,-0.391129454749629,-0.834971833522126,0.158793683635117,0.359616033494702,1.0275480797633,-1.09181966783127,-0.336964129717081,0.0552387780206279,0.68618438547337,-0.689642536607751,-0.35857036946142,-0.0768068559193664,-0.262056398723584,-0.654984938716697,0.262363289301829,1.8113081590556,-1.5640338610085,-0.0357743720105833,0.0488583154680709,0.978943880241355,-0.288401983433211
"A19",0.955806851642179,-0.290362612721524,-0.266902667326977,0.249800229807258,-0.153631590837403,-0.339088592903374,-0.0623842009855053,-0.121326011449822,0.35573580300717,0.240807387576198,1.08906992831345,0.883398153591814,-0.325540063384749,0.653673643909058,-0.481085441310894,0.151982038277237,-0.73800634294126,-0.536846336189637,0.626685704716913,-0.361899340418423,-0.409485320999752,-0.927210148942191,0.528492785785704,-0.720530325241114,-0.31001598391642,0.458046154939384,-0.176353850974985,-0.254657888872929,-0.286281349240937
"A20",-0.450767407203556,-0.0340865796270913,1.02077804767937,-1.39122366337664,1.57749628220888,2.99457843800753,-0.22196075337644,0.886726571374969,0.246765801274921,-1.11703408213186,-0.112079522309149,-0.376734363675434,-0.355720811431092,-0.0343157684307971,0.649978821140919,0.184796187465099,-1.01441419804225,0.107008108725028,-1.15152580478013,-0.0612661795530292,0.265700361344976,0.531318571201948,-1.07847176691322,1.1986525837846,1.74256157941835,-0.338326297412799,0.158274065061842,0.197140421568492,-0.251502948487651
"A21",-0.490578864724988,0.397711277695077,-0.445875215431647,-0.249096482322864,0.8619562083765,-0.847884803240731,0.748429697014395,0.116213457317027,-0.630597156436824,-0.978008137987625,-1.04270205372653,-1.70481898080874,-1.45355412162672,-0.207525826143975,-0.366273971102234,-0.0152079883572878,1.28991208450473,0.234443018528143,-0.0872531969093021,0.135892054163501,0.183504154924715,0.171326729048421,-0.687477907727382,0.676758152223677,0.687407106409694,1.45786929253562,0.414188987022845,0.338892817586567,-0.158110218659922
"A22",0.964872654921833,-0.298328630888058,-0.311516865917899,0.232324693805577,-0.140482299201669,-0.34344046165326,-0.0659351694376691,-0.123438135069897,0.404271432324134,0.254498743955134,0.846348315141922,0.598797189386138,-0.567900250080092,0.689409348364426,-0.494260701073636,0.291251606385422,-0.867055054178444,-0.320991895075525,0.791858010796587,-0.368516811488247,-0.436719702919334,-1.01585772691716,0.482133683084942,-0.897447679282964,-0.261667660252624,0.468748601608155,-0.188276066169556,-0.259669609966612,-0.285475508247874
