"col_ID","temp","atemp","hum","windspeed","casual","registered","Target"
"A1",-0.826096507100084,-0.679480780282526,1.24931592733673,-0.387626283969789,-0.753218077491555,-1.92415324227426,-1.81670866867345
"A2",-0.720601314993954,-0.740145535519902,0.47878515977555,0.749088818330907,-1.04449895368256,-1.91389851732286,-1.91169055609016
"A3",-1.63353816619917,-1.74856976040145,-1.33835760693648,0.74612099485425,-1.06051940187306,-1.55562406433337,-1.62880971747954
"A4",-1.61367484899664,-1.60916846111686,-0.263001480779674,-0.389561821019783,-1.07799625444452,-1.41141699470433,-1.51885785867651
"A5",-1.46640987599654,-1.50394094515383,-1.34057625474642,-0.0462749698328813,-1.11586276834935,-1.37039809489874,NA
"A6",-1.58992190532322,-1.47976954409374,-0.769737832154308,-1.3022423808578,-1.10712434206362,-1.37039809489874,-1.49614479864209
"A7",-1.63267501875197,-1.62931436354902,-0.907104428361317,-0.280784638810131,-1.01974007920632,-1.47038166317487,-1.54570056598993
"A8",-1.80487839742576,-1.91517999400959,-0.646364163432121,0.984772713118486,-1.13625242968272,-1.77225512893167,-1.83013002233016
"A9",-1.95055911245316,-2.19794059046751,-1.3601649490177,2.21249676750989,-1.15664209101609,-1.85108832699554,-1.90085023198282
"A10",-1.88227213087133,-1.98492666688315,-1.01788937707332,0.42298953614795,-1.17557534796851,-1.52293712855079,-1.643263482956
"A11",-1.78252943409366,-1.73593484931165,0.410519613395752,-0.882014060859541,-1.1726625392066,-1.56139234711854,-1.67320342572865
"A12",-1.76266611689113,-1.92610897732718,-0.199039830309658,1.47282483206459,-1.19887781806379,-1.61458873280392,-1.72534022262587
"A13",-1.80487839742576,-1.98495734903732,-1.10565234423855,1.42602354619574,-1.17994456111137,-1.4665361413181,NA
"A14",-1.82744041614039,-1.75465709979003,-0.632371235947298,-0.825031850107723,-1.15664209101609,-1.46717706162756,NA
"A15",-1.43157805243129,-1.38831831535587,-0.906725292343163,-0.419665873937353,-0.91196615501565,-1.68573088715424,-1.68094651437676
"A16",-1.44067934133651,-1.4735840218118,-1.01204085294143,-0.0264937811819449,-0.869730427967955,-1.732518069745,-1.70365957441118
"A17",-1.74569816770768,-1.82609742757412,-0.634660094130967,0.045559811399158,-1.06488861501593,-1.77738249140737,-1.80896558002535
"A18",-1.5226237192347,-1.48514505750543,1.64132852803298,-0.564031130706225,-1.22218028815907,-1.91133483608501,-1.97260285345522
"A19",-1.11013210977079,-1.07959448003396,0.799309557937697,0.230081010165234,-1.12168838587317,-1.33578839818777,-1.47343173860766
"A20",-1.27679058554013,-1.34574375822084,-0.628811569999077,0.0699088674880801,-1.1144063639684,-1.16145807401399,NA
"A21",-1.73659141584393,-1.94230915473227,-1.19927085657304,2.10013238996758,-1.12605759901604,-1.40244411037186,-1.52866577096411
"A22",-2.38323963144777,-2.42563531118215,-1.60005273294844,-0.238925424208932,-1.09984232015885,-1.77417788986005,-1.81877349231295
"A23",-2.17897251029413,-2.30432114178449,-1.34363040600377,0.724068776064654,-1.01682727044441,-1.8075057459521,NA
"A24",-2.17422192155945,-2.18717115435163,-0.955949785366794,-0.414930259955035,-1.11003715082553,-1.49089111307767,NA
"A25",-1.4854155087104,-1.4716878646837,-0.0767895275671874,-0.78312102118519,-0.964396712730031,-1.1902994879398,-1.30050275880007
"A26",-1.51807307478209,-1.66146312469494,1.64717705216487,1.3337629468127,-1.18577017863519,-2.04080073859642,NA
"A27",-1.64098964162937,-1.56266658824726,0.418495511851728,-0.989049259724198,-1.21344186187334,-2.07669227592631,-2.10268674274331
"A28",-1.59467467924132,-1.54047111791613,1.15951685933327,-0.866942679030256,-1.17994456111137,-1.61971609527962,-1.7227591930765
"A29",-1.63267501875197,-1.60914391539352,0.16741619434808,-0.582225178976167,-1.0561501887302,-1.71841782293683,-1.75837740085776
"A30",-1.52341584822105,-1.37475680320994,0.661942961730687,-1.50331371175935,-1.03139131425396,-1.73059530881661,-1.75940981267751
"A31",-1.71838337507495,-1.7679301996867,-0.169516368155277,-0.0425071243755602,-1.17411894358755,-1.40821239315702,-1.55034641917879
"A32",-1.65642796242539,-1.47166331896036,1.41593918627794,-1.7713159138497,-1.16683692168278,-1.50178675833853,-1.62313145247094
"A33",-1.28589733740388,-1.34962811893956,1.03576405459293,0.952565376606589,-1.1304268121589,-1.41141699470433,-1.53744127143196
"A34",-1.68492821705838,-1.81930439863949,-1.33447497326909,1.12604111060737,-1.14644726034941,-1.38898478387315,NA
"A35",-1.55192156581257,-1.50813212741431,-0.299637253793126,-0.808373327897443,-1.10712434206362,-1.30502422333357,-1.443491795835
"A36",-1.43157805243129,-1.41933183679727,2.11524855072519,-0.379458317618815,-1.08964748949216,-1.76328224459919,-1.80638455047599
"A37",-1.14477272978762,-1.12102152460279,-0.418180448802538,-0.628226442864353,-0.71972077672959,-1.52998725195488,-1.48736929817424
"A38",-1.22216100027467,-1.04746412818054,0.775395904644516,-1.87202448727694,-1.06051940187306,-1.32296999199852,-1.44142697219551
"A39",-1.49986503401311,-1.69431757538692,-0.631732321546335,2.21249676750989,-1.14207804720654,-1.40372595099078,NA
"A40",-1.9699526152224,-2.02545779255004,-0.934577747602719,-0.0212549275666281,-1.15809849539705,-1.34860680437702,NA
"A41",-1.91769941691598,-1.99314948420239,-1.33752912452644,0.405801967144005,-1.16683692168278,-1.38770294325422,NA
"A42",-1.67327026356274,-1.60065723154836,-0.853267113783481,-1.05727048894631,-1.01828367482537,-1.31976539045121,-1.42387597125981
"A43",-1.49075828214936,-1.48133433395673,-0.587850837963723,0.166208287515439,-0.81584346587262,-1.58446547825918,-1.56531639056512
"A44",-0.977119995566449,-0.921943435445303,-1.19710837706208,0.908370613965064,-0.657095388348524,-1.57933811578348,-1.50492029910993
"A45",-0.43913876578925,-0.466393219528137,-1.769730143147,2.93455531580025,-0.932355816349021,-1.25054599702927,-1.33766958431096
"A46",-1.2526443088528,-1.350505628549,-2.2014186260393,1.30181368190747,-1.03139131425396,-1.26977360631314,-1.38825776347855
"A47",-0.967619910688785,-0.970501012644712,-1.43521281750003,0.791051261574773,-0.91779177253947,-1.12748929761249,-1.23339599051653
"A48",-0.325328950805716,-0.280410273773089,-0.862843808760551,0.511211314886668,-0.858079192920315,-0.92303571889398,-1.04756186296212
"A49",0.143578631361835,0.230907825574917,-0.780929365727217,0.960526885672231,-0.392029791014713,-0.838434238044942,-0.814236791699348
"A50",-0.525633788140053,-0.50901686810985,-3.08909540217262,4.09013545254822,-0.460480796919598,-1.63638002332564,-1.48117482725576
"A51",-1.14813791223997,-1.20902407921125,-1.54510609446563,0.422576621577285,-0.304645528157412,-1.59151560166327,NA
"A52",-1.04917095557306,-1.16763385322743,-0.160740071438755,1.51436145715746,-0.951289073301436,-1.75879580243296,NA
